Date,Open,High,Low,Close,Volume,MarketCap
2020-03-01,85.77,89.38,83.73,85.11,765429157,796493790
2020-02-29,87.89,89.9,85.89,85.89,756043899,803708971
2020-02-28,88.79,91.73,84.33,87.9,964429503,821871716
2020-02-27,84.87,92.37,80.17,88.52,955652217,827583060
2020-02-26,96.2,96.6,80.84,84.88,939230803,793332669
2020-02-25,103.62,103.65,95.8,96.2,868833032,899023873
2020-02-24,108.17,108.56,101.4,103.6,884387173,967961157
2020-02-23,104.59,108.76,104.3,108.15,902539669,1010273474
2020-02-22,107.96,109.44,103.86,104.7,947030401,977875095
2020-02-21,105.34,109.46,104.26,107.94,978201788,1007968416
2020-02-20,106.43,107.32,101.91,105.55,946434289,985491242
2020-02-19,115.56,115.69,106.48,106.61,843777656,995162612
2020-02-18,114.45,116.38,108.31,115.64,851870268,1079346302
2020-02-17,111.47,115.5,103,114.51,978398584,1068530397
2020-02-16,121.9,123.84,104.86,111.78,935525392,1042859779
2020-02-15,132.61,132.93,119.15,121.85,890484409,1136675447
2020-02-14,131.01,133.34,128.6,132.6,858271722,1236696765
2020-02-13,133.56,136.65,128.27,130.95,1013736024,1221075986
2020-02-12,128.83,136.01,128.48,133.55,984582476,1245097790
2020-02-11,127.35,130.44,123.83,128.89,880829792,1201401689
2020-02-10,127.58,128.04,123.11,127.35,912410981,1186828695
2020-02-09,125.9,129.09,124.81,127.55,953702544,1188529428
2020-02-08,118.58,130.02,114.46,125.9,1229051151,1172932923
2020-02-07,119.8,122.15,117.9,118.51,844151055,1103901928
2020-02-06,122.32,123.91,118.44,119.77,1034128121,1115394582
2020-02-05,111.14,123.01,110.58,122.27,1040214025,1138445784
2020-02-04,116.2,117.19,109.69,111.14,767274423,1034623862
2020-02-03,115.6,117.72,115.14,116.2,805030077,1081551173
2020-02-02,117.44,118.4,114.59,115.62,795391925,1075967933
2020-02-01,116.52,119.65,115.93,117.47,809915887,1092986551
2020-01-31,122.55,124.34,114.62,116.43,995498642,1083076228
2020-01-30,121.81,124.86,118.67,122.47,1175856865,1139115564
2020-01-29,116.18,126.94,115.55,122.04,1310968165,1134218623
2020-01-28,113.27,117.11,111.78,116.2,1056404598,1079764827
2020-01-27,111.01,119.25,111.01,113.27,1185315336,1052290358
2020-01-26,102.14,112.47,100.8,111,1048666266,1031071645
2020-01-25,100.77,103.49,98.02,102.16,684814780,948701916
2020-01-24,102.58,103.8,94.29,100.83,829271731,936185841
2020-01-23,107.64,108.15,98.66,102.41,837448530,950709016
2020-01-22,110.83,112.54,107.27,107.65,824540369,999145359
2020-01-21,109.61,113.66,106.24,110.86,964611063,1028793258
2020-01-20,104.8,114.63,100.88,109.57,1208948881,1016591626
2020-01-19,101.63,108.44,93.42,104.79,1186646796,972138555
2020-01-18,114.13,115.25,97.52,101.56,1315737751,941967758
2020-01-17,127.63,127.69,110.55,114.38,1536993729,1060686346
2020-01-16,132.4,134.05,113.62,128.16,1925351036,1188236312
2020-01-15,88.62,140.7,88.62,132.27,2736888861,1226142431
2020-01-14,69.61,88.7,69.58,88.7,1090046613,822067637
2020-01-13,66.25,71.11,64.15,69.58,476814382,644783979
2020-01-12,63.53,67.81,62.53,66.3,535827585,614252950
2020-01-11,56.6,66.84,55.81,63.4,581950368,587294276
2020-01-10,50.89,56.59,50.26,56.59,360608270,524062302
2020-01-09,52.88,53.28,50.5,50.89,247077074,471257294
2020-01-08,54.8,56.53,51.72,52.92,314320136,489899216
2020-01-07,56.7,57.31,54.05,54.82,395124565,507414232
2020-01-06,51.54,57.58,51.22,56.7,496237320,524728177
2020-01-05,46.43,53.52,46.43,51.48,439864007,476326526
2020-01-04,43.98,46.95,43.17,46.45,429327843,429730575
2020-01-03,40.19,44.03,40.18,44.02,244420570,407174982
2020-01-02,41.91,42.04,40.18,40.22,200098184,371971196
2020-01-01,41.19,42.61,40.97,41.87,209558954,387089111
2019-12-31,42.57,42.84,41.15,41.2,228348982,380819459
2019-12-30,44.75,45,42.52,42.57,236575767,393500251
2019-12-29,41.9,45.42,41.66,44.75,291554835,413310786
2019-12-28,39.87,43.01,39.83,41.89,258317069,386836063
2019-12-27,40.13,40.53,38.97,39.87,228790249,368137394
2019-12-26,41.23,41.34,38.96,40.16,297344626,370729978
2019-12-25,42.02,42.08,41.16,41.25,231213797,380677900
2019-12-24,43.07,43.39,41.87,42.02,234610156,387771587
2019-12-23,44.32,44.91,42.84,43.05,221437668,397172828
2019-12-22,43.04,44.36,42.7,44.34,207633884,409023239
2019-12-21,43.52,43.66,42.77,43.05,202625006,397001323
2019-12-20,43.54,44.11,43.06,43.52,236620822,401322904
2019-12-19,44.55,44.94,42.29,43.54,246793993,401355359
2019-12-18,41.49,45.23,40.83,44.52,274331819,410325000
2019-12-17,46.42,46.46,41.01,41.37,262627863,381266341
2019-12-16,51.03,51.08,46.07,46.42,255386554,427712733
2019-12-15,49.95,51.42,49.14,51.03,274840843,470140384
2019-12-14,50.74,51.23,49.59,49.94,251838983,460001543
2019-12-13,50.17,50.92,50.01,50.71,263841028,466985550
2019-12-12,49.82,50.54,49.07,50.19,269911451,462055963
2019-12-11,50.25,51.17,49.49,49.76,254820772,458025959
2019-12-10,51.5,51.91,49.9,50.24,263294458,462399634
2019-12-09,52.22,53.13,51.19,51.51,279494268,474025810
2019-12-08,52.8,52.92,51.87,52.2,250165556,480207234
2019-12-07,52.59,53.33,52.04,52.81,254685506,485736262
2019-12-06,50.49,52.94,50.42,52.57,261395845,483511302
2019-12-05,50.75,52.78,49.57,50.49,246865711,464235340
2019-12-04,51.57,52.1,50.19,50.81,241426048,467081593
2019-12-03,51.8,52.32,50.8,51.58,228015501,474091039
2019-12-02,53.27,54.14,51.69,51.8,277709857,476074330
2019-12-01,55.23,55.23,52.63,53.28,328909553,489531887
2019-11-30,57.15,58.36,54.87,55.23,320421131,507371437
