Date,OpensAt,ClosesAt,HighestAt,LowestAt,VolumeTraded,MarketCap
5/2/2020,271.95,304.39,269.18,298.88,2723740891,5457622454,
4/2/2020,280.63,282.71,267.80,272.06,1848976319,4967266626,
3/2/2020,276.74,285.44,275.14,280.73,1966449392,5125136446,
2/2/2020,278.05,286.15,271.86,276.74,1947042982,5051860965,
1/2/2020,272.91,288.06,270.93,278.65,2045188904,5086094873,
31/1/2020,298.78,298.92,265.08,272.40,2306111736,4971493553,
30/1/2020,287.47,306.70,284.59,298.82,2639457631,5453378902,
29/1/2020,294.97,303.90,282.68,287.97,2955203277,5247563141,
28/1/2020,300.13,311.14,279.46,294.76,2987485223,5371343646,
27/1/2020,274.26,318.79,274.10,300.35,3260926617,5473156767,
26/1/2020,261.62,277.26,254.85,274.20,2003477064,4996615973,
25/1/2020,266.41,270.34,253.47,261.85,1764624059,4771607864,
24/1/2020,259.09,281.47,247.30,266.98,2733224386,4864986722,
23/1/2020,308.54,308.59,248.28,259.14,2643222739,4722121850,
22/1/2020,314.79,322.19,299.27,308.91,2192284387,5629050033,
21/1/2020,300.79,323.30,290.98,314.53,2836183879,5731505296,
20/1/2020,278.06,320.64,264.69,301.70,3279329941,5497689339,
19/1/2020,249.91,276.92,238.85,276.92,3190579995,5046171376,
18/1/2020,286.51,297.54,245.18,249.19,3246126279,4540896971,
17/1/2020,313.38,330.39,274.01,286.40,3565786206,5218978781,
16/1/2020,312.06,333.87,282.23,312.88,3966458240,5701492409,
15/1/2020,420.68,421.53,285.68,312.76,5432389775,5650999055,
14/1/2020,173.81,441.20,173.58,422.74,7460265156,7638163819,
13/1/2020,164.89,174.66,159.96,174.33,1227224459,3149819106,
12/1/2020,151.33,168.81,148.58,165.01,1360791215,2981519770,
11/1/2020,171.08,175.63,149.30,150.73,1779222123,2723486078,
10/1/2020,117.66,172.76,116.67,171.16,1782635151,3092666424,
9/1/2020,114.11,118.35,112.77,117.74,679848557,2127416643,
8/1/2020,114.06,116.14,111.30,114.17,762929032,2062931833,
7/1/2020,117.75,118.66,110.71,114.06,776247251,2060934201,
6/1/2020,110.99,117.95,110.35,117.81,796700319,2128712929,
5/1/2020,109.68,114.76,109.24,110.87,650101885,2003156469,
4/1/2020,102.70,110.21,102.47,109.67,712444844,1981510584,
3/1/2020,93.08,103.89,92.11,102.61,697088052,1853999320,
2/1/2020,97.24,97.74,92.71,92.84,424249976,1677433934,
1/1/2020,97.08,99.85,96.41,97.20,450643882,1756282440,
31/12/2019,97.02,98.65,94.54,97.08,533536931,1754060548,
30/12/2019,100.36,100.92,94.33,96.98,610692227,1752211851,
29/12/2019,94.18,102.05,93.75,100.36,569875111,1813274573,
28/12/2019,90.58,96.18,90.40,94.35,497082872,1704772053,
27/12/2019,87.63,91.79,86.64,90.57,469045045,1636504173,
26/12/2019,86.83,90.96,85.68,87.62,387354065,1583166982,
25/12/2019,87.61,88.19,85.54,86.81,381783943,1568482756,
24/12/2019,86.25,88.47,85.70,87.61,418897369,1582936417,
23/12/2019,88.10,90.12,85.90,86.34,477921064,1559978108,
22/12/2019,85.33,88.39,84.85,88.04,389220983,1590712641,
21/12/2019,88.56,89.06,84.89,85.34,389706406,1541937035,
20/12/2019,85.54,89.27,84.60,88.53,410922506,1599521545,
19/12/2019,86.34,88.04,81.72,85.54,473470788,1545533273,
18/12/2019,80.68,86.91,78.19,86.33,601322552,1559787127,
17/12/2019,89.60,89.87,80.05,81.01,474725801,1463765474,
16/12/2019,93.42,93.53,88.71,89.60,392384682,1618949418,
15/12/2019,93.05,93.62,89.74,93.48,360708498,1689052393,
14/12/2019,93.34,94.37,92.35,93.03,364795485,1680878468,
13/12/2019,93.06,93.81,92.17,93.38,382985017,1687151015,
12/12/2019,94.64,95.29,92.26,93.07,430999056,1681592902,
11/12/2019,96.43,96.59,94.45,94.64,292799841,1710042827,
10/12/2019,95.44,97.75,94.74,96.40,315945295,1741822882,
9/12/2019,97.47,97.75,94.62,95.46,312825507,1724792159,
8/12/2019,96.36,98.00,95.45,97.45,255260742,1760696830,
7/12/2019,97.02,97.70,95.63,96.35,317692202,1740842288,
6/12/2019,95.94,97.13,95.07,97.01,343359094,1752834428,
5/12/2019,95.45,100.36,94.10,95.93,399408720,1733292933,
