Date,4BitcoinCash,3XRP,1Bitcoin,2Ethereum,5Tether,7Litecoin,8EOS,9BinanceCoin,11Chainlink,13Stellar,16Monero
07/05/2018,28329658360,32621425142,159538115686,74841655792,2151180633,9304214739,15120502020,1562650778,200556300,7349028618,3731033124
08/05/2018,27592020264,31889927859,157202142973,74770813968,2111607952,9009611517,15288076463,1542864614,193499950,7177232907,3576230452
09/05/2018,28046926773,31422648759,158758858205,74728439730,2108215455,8867315508,15176493322,1671868121,188829200,7021214148,3643688002
10/05/2018,26170760102,29706405924,153988453198,72260117775,2109964382,8463834937,14877302684,1575868163,184230550,6575266762,3495512780
11/05/2018,23487841058,26843090365,143743802092,67535702572,2111881880,7745751348,12670119949,1481841120,163745400,5837632969,3168080696
12/05/2018,25214058585,27305022521,144841040789,68192028458,2209568668,8016973264,12147113285,1476139055,162667400,6686300986,3236419839
13/05/2018,25571546400,29225840434,148587777457,72923278119,2214314021,8172151736,12764867154,1496073473,176209950,6981954503,3359116954
14/05/2018,24522075801,29035769088,148480275422,72645181706,2209943882,8350939002,12010357478,1467791233,180919200,6867325954,3447444624
15/05/2018,23011847516,27377641532,144979744412,70504110201,2209656954,7910044417,11154630084,1433248126,176401400,6472988182,3289843587
16/05/2018,21939149631,27984811710,142587497878,70337446111,2307025456,7877577804,10990743059,1398203237,168311850,6217251507,3194929060
17/05/2018,20665642307,26151857706,137923772714,66929938612,2307579170,7512142011,10725624899,1421524681,155556450,5823823801,3095873995
18/05/2018,20686223396,26660700253,140607667610,69104455849,2509923740,7699946952,11248647265,1726060542,159894350,5935137107,3273886032
19/05/2018,20306600272,26520360977,140559162894,69334147807,2508043384,7660047420,11414216736,1624598007,158580100,5893275243,3170651199
20/05/2018,22139339235,27442540120,145109512565,71224213260,2504927008,7910023833,12169908573,1610012126,158609850,6182647215,3265583092
21/05/2018,21145453148,26711372882,143518943480,69631032596,2514587022,7618147582,11768818522,1678950085,148524600,5909680714,3190644546
22/05/2018,19574049585,25299750226,137104106176,64517663406,2514587022,7289726772,10708741124,1588081985,131948950,5593406735,2830532785
23/05/2018,17240265831,23498069816,128868479514,58139666822,2517219520,6761219902,9526593715,1439908137,122041500,5208361469,2755129010
24/05/2018,18369471600,24767942357,129385391552,59962094302,2504177373,6950014204,11184161873,1482570984,126184100,5412433355,2754772302
25/05/2018,17444380643,23945109784,127573690458,58477440268,2508243955,6771922223,10802908814,1483449102,119996800,5351728668,2646565789
26/05/2018,17363589040,24012007060,125469061263,58544016481,2506865028,6707450005,10886129050,1455064225,127617000,5289058498,2644399184
27/05/2018,17098555063,23822837083,125695017596,57099072056,2505089972,6692969134,11049191257,1437581695,120837150,5134532368,2669603313
28/05/2018,15302656175,21644580268,121747389422,51463146627,2513383594,6331861061,10313257383,1356441317,110547500,4711101345,2410951638
29/05/2018,16943358765,23562615694,127502651064,56396587656,2508845669,6785779703,10816354902,1433692887,122939950,5254869643,2533873619
30/05/2018,16893852272,23741948989,126391893474,55829809817,2506456364,6671786966,10690851777,1433601654,117541900,5160225305,2496706141
31/05/2018,17078622466,24008636723,127902999390,57643138807,2502134053,6704155892,10949555582,1618268715,120670550,5511516297,2501878232
01/06/2018,17210408076,24461754519,128725854692,57894350583,2509622883,6810365343,11003291893,1624039204,122326050,5388399027,2534811386
02/06/2018,18617224876,25249999048,130481526036,59080880117,2490919612,7004694349,13205819325,1674091926,128558500,5544337025,2617565154
03/06/2018,20088760230,26339108357,131808021256,61740821846,2507391528,7130994474,13102422495,1661125432,126802900,5627962542,2726015776
04/06/2018,18982052220,25955326234,128312205314,59222873880,2508444527,6814722748,12139599481,1626354242,119178150,5428233129,2577467106
05/06/2018,19792584942,26567101622,130365918088,60864980395,2509698097,6918872000,12728997002,1778964297,117666850,5468430606,2692332203
06/06/2018,19421623315,26480063918,130725095161,60659842641,2508870741,6891340696,12490979697,1966927151,115452400,5540573041,2651319395
07/06/2018,19639588594,26612667217,131153169176,60478879395,2504006888,6907065820,13074193786,1854664905,107369500,5473065214,2640433787
08/06/2018,19202774712,26464127494,130256218613,60080608858,2511628596,6832464151,12581938870,1855885147,102735850,5357020824,2557090335
09/06/2018,18757223537,25891631461,128682085689,59741701633,2522383759,6700860850,12631227092,1820463922,104168400,5244168372,2497257955
10/06/2018,16138135358,23080600594,115948312827,52645885461,2502665100,6093573160,10204723112,1617584467,84639800,4607292734,2248778356
11/06/2018,16466571854,23706154937,118025877189,53337466294,2511979126,6121874767,10388612986,1754354186,92041250,4771508845,2225536194
12/06/2018,15023005659,22091918627,112491874164,49702985162,2509070844,5738282059,9160171264,1736415491,80022600,4310387303,2026238379
13/06/2018,14505818809,20982481909,108530585830,47777150787,2515990551,5359361892,9092780822,1663759786,75084100,4124444947,1965296223
14/06/2018,15424258128,22028624987,114106009748,52015066663,2517043550,5764020026,10126758106,1698679229,83987400,4510287562,2144563068
15/06/2018,14595956015,21102475042,110378702283,49149084090,2625259971,5510142475,9552953586,1716104738,78244950,4358101974,1980982861
16/06/2018,14646873027,20987761016,111992015616,50024018701,2618194621,5562876559,9526696406,1802901564,77707700,4354398783,2046742740
17/06/2018,14646877140,20729997855,111134754810,50114921288,2621427475,5480226337,9359116451,1890667740,74900700,4318401205,2002540045
18/06/2018,15224997908,21094155037,115176197712,51972519171,2614518553,5636516739,9608335625,1924982765,73528000,4361243944,2057245372
19/06/2018,15553580063,21570043602,115789919278,53893191559,2607713917,5638967092,9612905988,1904443928,77267750,4378831484,2038147760
20/06/2018,15311038807,21164443378,115916357344,53735032875,2604087384,5592175727,9335726950,1831719798,78953350,4320819302,1979240978
21/06/2018,15031302840,20987407809,115129700024,52853921455,2608522130,5532658033,9339221933,1944780333,74508350,4277085431,1996826189
22/06/2018,13001267500,19110383377,104088814967,46694859628,2614961767,4857442768,7758432151,1778348474,65131150,3815817555,1787006077
23/06/2018,13119368990,19280590263,105449276520,47577076102,2612302484,4717454160,7536957766,1773478911,67781000,3817855855,1864528815
24/06/2018,12890445591,18734923547,105646571668,45897156207,2620436761,4614286500,7250010699,1647622943,65430400,3632483912,1960472985
25/06/2018,13020419082,18914626969,106958465208,46171165114,2708818773,4675821027,7388232796,1701598686,62893950,3709790743,2049297664
26/06/2018,12048157420,17903549770,104307939200,43417898248,2708656344,4393058423,6726139628,1610263016,59769850,3498472500,1953595440
27/06/2018,12282011821,18467712721,105403600614,44389430889,2701550101,4610879160,7179806347,1602291530,60198250,3557560504,2081601200
28/06/2018,11361954618,17607401644,101072353482,42391125054,2699541403,4284330181,6679217241,1610787606,58197300,3357181798,1873340096
29/06/2018,12317788897,17788871058,106474707240,43769409548,2716155123,4505043163,6927818072,1654579462,63375200,3502761432,2051160838
30/06/2018,12887050715,18305756569,109665618200,45703302056,2704952976,4655306527,7290014812,1671537402,79316650,3628737891,2119967745
01/07/2018,12728748477,18113882700,109366024632,45585861718,2703948627,4591723093,7286573598,1642662147,77420000,3725316690,2100427300
02/07/2018,13362677311,19086169278,113288832522,47747743959,2704051498,4879760110,7964071575,1661650022,87150000,3998817371,2274505681
03/07/2018,13050265126,19050872652,111849428104,46637067239,2708006631,4871976744,7924031616,1616136143,82781300,3870648928,2241910620
04/07/2018,13128203652,19240115961,113024522547,46960391871,2704961098,4895597691,7962503314,1597205289,81300100,3934811607,2241297272
05/07/2018,12885612954,18909774937,113748385620,47682968020,2723762187,4797418574,7998662946,1579528889,76472900,3808050176,2247516461
06/07/2018,12699236146,18812639649,114350502582,47652424064,2615378909,4776762278,7777627674,1542933039,80482150,3872833573,2171632012
07/07/2018,13354548972,19335850987,117506606000,49436674025,2623330687,4939834011,8085517755,1642741976,87479700,3911659302,2197415127
08/07/2018,12943531512,18757593701,116097021279,49191161178,2618220692,4722977524,7809915940,1595654327,86360750,3936673654,2238474381
09/07/2018,12635262088,18620999656,115557889495,47950212027,2626693898,4636050015,6941179661,1558317209,82325600,3901897096,2200247171
10/07/2018,11865396161,17473436922,108511009626,43708241775,2610268914,4363305676,6457742855,1455315115,73908450,3600977147,1969531060
11/07/2018,12191463387,17677248272,109631867446,44934271235,2610164628,4514447288,6441065513,1448883187,72357250,3556231413,2033296836
12/07/2018,11766667946,17093454982,106798864820,43288294177,2704622705,4407032324,6180187435,1376546796,71607900,3485213845,1950191681
13/07/2018,12006355939,17226044258,106968440793,43694988769,2710984485,4415840363,6233777174,1389034318,70243250,3833390866,1987706925
14/07/2018,12136402555,17246853353,107631453835,43911193561,2714314268,4404338246,6263592068,1379500466,68141850,3901042694,1999239208
15/07/2018,12463683162,17506888525,109074579938,45306414380,2702678978,4532784609,6634804072,1401464818,69758500,4126123420,2011654080
16/07/2018,13890898718,18979505039,115638203962,48419026521,2704809498,4858950162,7263426056,1509598770,77895650,4464994421,2195714759
17/07/2018,14669907854,19850581637,125588963706,50478766285,2707492274,5159554161,7864339098,1563825403,87035900,4747313040,2338942489
18/07/2018,14312056081,19096821224,126458165406,48424155624,2713123126,4997438569,7717585658,1228749507,83923000,5599953566,2269455916
19/07/2018,14226486191,18731289026,128122730711,47335899963,2701964293,4981759675,7519043738,1233830774,80385550,5677157473,2266122953
20/07/2018,13240791715,17573874620,126202570251,45437819522,2659877200,4757974241,7076758117,1152922115,75757500,5095017949,2114450671
21/07/2018,13618682843,17904755412,127333468174,46630720739,2657246631,4857361115,7210132046,1163848748,78046850,5484746918,2146656580
22/07/2018,13605908099,17664969058,127336615249,46360029757,2656723175,4783253313,7076310042,1157602229,70497700,5321007291,2091722948
23/07/2018,13533403851,17506330276,132375368459,45481301491,2600612066,4742939001,7138646201,1148050977,68967500,5337025910,2170944419
24/07/2018,15002990004,17991761019,144634918474,48368209917,2498377890,5138587102,7710855575,1160009144,70918400,5657514926,2396052739
25/07/2018,14348574833,18078491417,140482950401,47683830874,2504109213,4967065514,7625165760,1235874742,85297800,6225230518,2320680437
26/07/2018,13913836179,17688912310,136553079708,46839932193,2502003215,4838652756,7457558921,1279609926,88140850,5809475472,2224803531
27/07/2018,14143182949,17834970074,140235573607,47417755376,2499914767,4864859011,7538042107,1329792206,93394000,5947061206,2278075753
28/07/2018,14135134758,17836228176,140716560550,47147853886,2501842758,4817687941,7458428186,1394645209,97993350,5916038737,2267284762
29/07/2018,14311866497,17822035214,141185844808,47133881666,2504430127,4845428837,7478152436,1339200189,115037650,5787857132,2201591114
30/07/2018,14090698576,17539001608,140547190784,46175217427,2504407563,4775334189,6962113713,1262379467,111395900,5554454640,2143737114
31/07/2018,13419815414,17111168341,133688476220,43839034237,2460926510,4594971658,6681119943,1315723211,102876900,5218300058,1989710900
01/08/2018,13286522594,17528976109,131030166771,42521937218,2395723636,4489424993,6575107389,1296477437,100548000,5185622590,2084643395
02/08/2018,12690380884,16915730078,130052066760,41709183608,2418735658,4391532340,6394710236,1354071489,108353000,4902642206,1997437586
03/08/2018,12518098696,17314385048,127785826655,42287977978,2434934734,4473145660,6527547645,1350031309,99661100,4860671979,1952313744
04/08/2018,12018987362,16840271361,120899698889,41183215694,2433496821,4224004698,6331363702,1322122550,90296150,4518452393,1854290576
05/08/2018,12253194394,17041919018,121526079384,41521715110,2435548893,4305369689,6394257113,1301186205,88881450,4584035686,1907661637
06/08/2018,11967927796,16273331370,119531508535,41139790462,2439455629,4265995090,6408938284,1308435605,82764850,4405474260,1847003092
07/08/2018,11394551150,14973488018,116128339800,38472420233,2440893542,3936927335,5988603674,1255617180,81898950,4329849753,1757438611
08/08/2018,10117889996,13045357571,108448409560,36091566801,2411208413,3609827136,5070160497,1159875427,79814000,3779640585,1537758378
09/08/2018,10556792247,13628056811,112973963230,37007391031,2417346621,3696931039,5258315108,1228100022,96644800,4156645425,1635340718
10/08/2018,9895148957,12592701615,106390927598,33834485092,2410943627,3432695951,4781965487,1158643315,96154450,4231637492,1492006641
11/08/2018,9798237015,11839558819,108314257212,32619681420,2430850678,3373620431,4546776754,1120992279,94734500,4085877544,1522869462
12/08/2018,9871588494,11706253644,108790259014,32368768332,2408319844,3430379427,4544058019,1121488944,99258950,4197304662,1516148059
13/08/2018,9267806097,10924502191,108369686635,29024490503,2416600407,3287753598,4190087738,976921189,90752200,4196516599,1435328559
14/08/2018,8807468662,10798746747,106696389129,28263969132,2401226002,3156149907,4151943881,899738474,95168500,4067949718,1369310134
15/08/2018,8883897484,11103213512,108581773101,28617473116,2410149271,3153513508,4201542677,903835961,90141450,4072606152,1461496000
16/08/2018,8948374195,11513907011,109045250379,29199228646,2410077057,3204120259,4099281978,936245271,93885400,4055299279,1486725029
17/08/2018,10327471783,14436913947,113290724406,32011921283,2696090243,3561007625,4989749368,1038010999,102139450,4469930217,1619620931
18/08/2018,9600348332,12878711866,110603014928,29998584852,2729925657,3316534145,4623227592,946297964,95662000,4209284639,1602981637
19/08/2018,9860902396,13543239224,112031838393,30514025774,2723555849,3355770259,4809089404,970044287,105795200,4180901778,1607490813
20/08/2018,8922877508,12570937819,108642191682,27829775231,2736812672,3128235978,4314333944,926560301,100541700,4063454059,1525302234
21/08/2018,9285694360,13196722736,111758100192,28609531323,2824115834,3265411241,4451965390,927868822,109174450,4030697780,1550747177
22/08/2018,8999075739,12640056538,109840902181,27539119679,2823128085,3206435040,4280757562,911163682,110121200,3884044444,1472014016
23/08/2018,9187213313,12952537306,112577436411,28129662664,2789281184,3336208361,4458381605,927907983,112357700,4170632650,1471976699
24/08/2018,9268456188,12948466281,115778358839,28730705349,2797110345,3359443513,4577009091,977542020,117924450,4126404441,1532691668
25/08/2018,9301131506,12973129575,116534497933,28399212923,2794932476,3359063830,4573973170,968095832,111918450,4088652193,1513029695
26/08/2018,9053488090,12797087412,115585205491,27953028997,2789982011,3326564888,4489855498,972852355,115107300,4033178256,1558438124
27/08/2018,9460943184,13347493496,118657885712,29015874948,2805959251,3496598714,4854718845,1070962819,117629750,4232116355,1709618231
28/08/2018,9790089436,13939151831,122319195736,30128902937,2810438991,3658481636,5351150858,1097066392,117527550,4406940470,1758899674
29/08/2018,9601608722,13671491747,121484666374,29404459725,2783976548,3586429316,5548866355,1067209177,108048500,4246730277,1694267641
30/08/2018,9354178044,13300405964,120309828156,28881058148,2782223800,3502972843,5508610947,1027963081,106886500,4147064340,1682464790
31/08/2018,9408059252,13295965146,121346613238,28774922508,2751765248,3597385669,5824355809,1051955827,114834650,4169106751,1909340829
01/09/2018,10660641896,13787190893,124044625438,30035327410,2733401134,3832231495,6021065374,1086875205,114890300,4312649897,1980323981
02/09/2018,11191429186,13581089398,125427780027,29942718225,2835998470,3815602461,5980465593,1079234204,108828300,4219197140,1972847418
03/09/2018,10854338382,13320905093,125222785390,29428616901,2798335029,3800526797,5859554369,1075576074,106379000,4230105401,2219801766
04/09/2018,10832926790,13150052583,126986882925,29074743101,2765803807,3937324171,5868190885,1084945853,104902000,4341761194,2259421704
05/09/2018,9195328778,11244823075,117185657641,23646371777,2778335288,3399043578,4729992330,963396616,94044650,3894366300,1884901327
06/09/2018,8999244961,12002497851,112649565532,23435751842,2758930079,3344492650,4747555360,982269890,95336500,3897226549,1924973099
07/09/2018,8695300498,11555442375,111590424587,22115522904,2773952578,3270299049,4617010751,958687848,91231700,3900570821,1833388778
08/09/2018,8240449743,11075596222,107442122871,20159309964,2768219221,3099244507,4316363933,909286861,84667450,3652163046,1709957365
09/09/2018,8343621589,11049704672,108747090915,20058708800,2770148716,3197781808,4502062620,908575293,83909350,3621058411,1741174254
10/09/2018,8074017699,10735217970,109255603474,20078523984,2759949955,3179465715,4563805100,909744366,86732450,3584583067,1732077992
11/09/2018,7645555697,10472676303,109119948884,18858381966,2768935890,3050454271,4516607854,895330571,91150150,3776878662,1732402747
12/09/2018,7507802666,10725925163,109661521297,18685319378,2759867263,3009756629,4475736199,880093458,88723250,3724697962,1711015737
13/09/2018,8056553806,11142751261,112530970182,21545775837,2773925014,3178346288,4882721819,917308003,95121600,3903441230,1837824483
14/09/2018,7798253365,11033441784,112462453186,21590366996,2762926891,3298089236,4776700203,948444130,94114300,3789554135,1919056982
15/09/2018,7819564574,11226475960,113000324618,22749647321,2758792258,3306873163,4894919879,965660262,94250800,3816960760,1959235486
16/09/2018,7793981526,11192956724,112562367224,22500748646,2759067900,3322793504,4911141666,949014340,95852750,3879098497,1920863921
17/09/2018,7296518752,10838058873,108497127334,20187902505,2767750629,3065033151,4430161132,898320113,94052350,3697213440,1759595564
18/09/2018,7561557588,12812946983,110064685348,21426628309,2762623685,3156689623,4621949787,911577251,101924200,3915030102,1846166604
19/09/2018,7450355941,12979866409,110547735544,21430323331,2758323667,3171223927,4738891657,918743556,115210550,3880371196,1798307971
20/09/2018,7911447821,17910816754,112653130183,22927300808,2760666625,3306309550,5205653205,962240914,125441050,4356281235,1909698835
21/09/2018,8663959553,22351279558,116385068032,25177561991,2790784354,3545908289,5566103138,1170624718,123656050,4681532048,2032547812
22/09/2018,8470234975,22722937028,116173876360,24559189741,2809003644,3530127873,5374151359,1151981619,118251000,4493941301,2007873773
23/09/2018,8485324615,22718597839,115990387532,24957339670,2805052202,3585375264,5456166542,1155984600,120263150,5288807424,2012832274
24/09/2018,8042327737,19724616282,114011060309,23368514475,2808189781,3387711672,5149973504,1128469725,117129950,4867361157,1897872569
25/09/2018,7732846562,21009615753,111450035114,22328327983,2807656561,3363315938,4877329661,1100050805,114272550,4740816230,1913350726
26/09/2018,8961941259,20585668395,112300336125,22061164303,2812399414,3355751430,5034191628,1094818818,122123400,4599159265,1900363145
27/09/2018,9805022237,21585351654,115454861756,23358464739,2798302758,3683109446,5270785041,1127941241,120956500,4870655434,1960893408
28/09/2018,9379539272,21494884565,114903584220,22740233568,2810406854,3620659227,5229070578,1120985498,117244050,4775034070,1925043207
29/09/2018,9329262107,22775378623,114186839964,23688983896,2805304780,3604639872,5223714670,1174332009,115220700,4770919197,1889347952
30/09/2018,9208784936,23187803288,114608519470,23817805502,2807432047,3578364984,5182997077,1176523501,116164300,4877853750,1912556685
01/10/2018,9226907044,23021206668,113999846113,23609728018,2800598411,3524604880,5198765742,1167816254,113831200,4855400373,1884299929
02/10/2018,9268718960,20799839394,113431019760,23247403474,2805694872,3496006537,5117140244,1216336780,112386750,4665414407,1922595949
03/10/2018,8943917328,21092366276,112516993837,22567089086,2802405746,3366307855,5091384758,1206283633,108618300,4531062317,1887628200
04/10/2018,8918891880,21030226778,113811343543,22748580859,2795715237,3414046744,5235749605,1204451518,112329000,4590500914,1885443083
05/10/2018,9052044226,20727516366,114614764674,23304234601,2794573023,3443401206,5266489439,1249150438,124776400,4608341045,1891424973
06/10/2018,8844170277,19491755024,114033598927,23054817089,2798499207,3390224024,5192168277,1218133662,118334300,4509331544,1894916045
07/10/2018,8998846140,19250425338,114298880311,23161767973,2796927611,3409620085,5219174382,1235386083,118172950,4610267780,1872937898
08/10/2018,9199873690,19558407224,115162906843,23487673000,2794674054,3483963902,5359035191,1233929786,120254750,4703438163,1882431753
09/10/2018,9006258034,19163286273,115007759484,23361891401,2697704351,3443777362,5355691146,1219636937,118899200,4607377217,1872832238
10/10/2018,8922601500,18494386176,114030835912,23139713070,2688835407,3401689393,5328630667,1212954413,121751350,4563840783,1869589261
11/10/2018,7533647535,15324293667,108341572839,19426181717,2687547150,3006484457,4601251148,1092377724,106120350,3911056722,1654417117
12/10/2018,7711708129,16763608540,108669526315,20171157774,2690459260,3143348329,4693941899,1119110169,108947300,4080977824,1660059798
13/10/2018,7802698333,16754129101,108878136724,20494529773,2674069170,3138228770,4761330286,1120451371,111595050,4057893683,1683868356
14/10/2018,7643835570,16130485985,108972590373,20075397007,2480279757,3064779526,4682831334,1115328494,113849400,3969750132,1663862341
15/10/2018,7995239192,17891581828,114280022340,21514574462,2456639187,3223700518,4958094226,1211556837,118873300,4212626857,1766412876
16/10/2018,7972225574,18809007568,114283707152,21561538445,2200354168,3176809629,4927245642,1175713142,125595750,4306769442,1771409991
17/10/2018,7812582934,18726772432,113399343801,21254117736,2142931950,3154277210,4904535139,1295497891,131938800,4541492208,1738124804
18/10/2018,7632886085,18307917204,112237252159,20875341345,2085717771,3087779466,4852616357,1270922008,131919550,4523608150,1697724398
19/10/2018,7675834214,18166045595,112052990522,20917973393,2050906665,3117454727,4833666771,1277484210,126691950,4588320240,1711086721
20/10/2018,7791561135,18364953831,112476559221,21097037289,2042848073,3138354413,4868702207,1275898922,129768100,4613429868,1712010536
21/10/2018,7799358754,18266679643,112369106369,21071630786,2042260445,3112806425,4914612585,1274416966,130126850,4566989754,1734894272
22/10/2018,7789079577,18123288124,112465213723,20962977292,2043194835,3071678875,4878326530,1272265317,136650850,4579024962,1741135856
23/10/2018,7710485715,18481226954,112279779884,20997181867,2002027671,3092294662,4910679481,1282236149,153259050,4576593892,1790639465
24/10/2018,7707652665,18288398359,112637293966,20951603018,2003344845,3091471495,4875480921,1274681180,144226250,4492417744,1766289605
25/10/2018,7669884250,18416216084,112309554478,20839259066,1904828474,3075692176,4870061575,1267743585,153210050,4452474224,1756209752
26/10/2018,7644644150,18465910099,112294341019,20906130835,1906751043,3068345272,4881788387,1269103898,151243050,4421581294,1734945784
27/10/2018,7624285342,18347705888,112403001148,21000852987,1913123646,3059270071,4877166537,1262795447,155527400,4322364918,1716740148
28/10/2018,7687035518,18591270891,112518434372,21123907349,1923441561,3060378328,4916588199,1264409510,154156800,4400041270,1734804636
29/10/2018,7278038086,17751297294,109862898081,20292811278,1920370845,2892215652,4663727687,1229856255,146351800,4205428747,1677434170
30/10/2018,7354852860,17881764186,109903543419,20328580026,1820341578,2902792751,4654302737,1227818402,157643500,4257296595,1695313270
31/10/2018,7371737947,18027428764,109627117226,20314628127,1755321398,2915436796,4709103380,1224930353,177115400,4226621136,1716748936
01/11/2018,7393934934,18322537236,110683820788,20472105764,1761712964,2965093308,4782246423,1249031435,179907700,4216672630,1717819570
02/11/2018,8055935542,18441666174,110880236966,20657629735,1764876771,3028256022,4853450102,1252152306,175274050,4430389054,1749491460
03/11/2018,8335552143,18320325933,110421212888,20615439151,1775414505,3007885629,4816321240,1246544940,190060850,4458040686,1767744445
04/11/2018,9769871612,18602729463,110689215104,21371416840,1756362381,3164416254,4938410582,1259275637,176398600,4570235952,1849573636
05/11/2018,9740952454,19998705113,111456211022,21540996877,1764299434,3161333292,4955366428,1265157682,168478800,4668795349,1842412612
06/11/2018,10797299033,21639288294,112095603776,22445690692,1765260478,3259562075,5156063472,1278317401,169028650,5051846626,1862610990
07/11/2018,10768569005,21538372467,113395632955,22383497662,1764466417,3200474366,5119904291,1284047719,168749350,4866526126,1845744562
08/11/2018,10022537741,19841740204,112078367037,21877424057,1766354754,3094006430,4988779685,1262337649,174290900,4853730545,1794958134
09/11/2018,9499852951,20129611646,110905767441,21659329261,1767241188,3066513267,4878118094,1249682815,172366950,4841888301,1769845299
10/11/2018,9711658824,20372050864,111326145314,21917195708,1771412226,3097146196,4913380092,1250117069,182400050,4946979510,1742820634
11/11/2018,9308507141,20340489540,111373453740,21798464881,1690145885,3036594687,4933408109,1238146316,178372600,5181328059,1761831190
12/11/2018,9012099962,20792881924,110689666528,21707637540,1687903647,2994928763,4895690187,1224441164,196979650,5061814744,1741614395
13/11/2018,8945077319,20509312471,110494466204,21341261802,1681026767,2939427818,4736408545,1209685693,203504700,4880998520,1741372263
14/11/2018,7669576348,19103790091,99712077259,18721032761,1649502332,2580084189,4201134866,1099631149,191745050,4412490010,1503864093
15/11/2018,7356352530,19399223642,98151606541,18663659629,1675743686,2600634639,4248594923,1070574081,189571550,4581023601,1469541281
16/11/2018,6789652604,18992519249,96900828780,18086156169,1684284326,2513114190,4121158735,1031284583,179512900,4601300200,1442961968
17/11/2018,6771541905,19799766457,96542098114,17968221715,1731601740,2482345521,4144050486,1009535273,169792000,4718369988,1458903824
18/11/2018,6746074650,20557640500,97753714643,18288411984,1743306535,2506544510,4157281665,1046363128,183483300,4811436295,1482156672
19/11/2018,5885744615,19283163673,84688539692,15410551811,1726088332,2170262912,3700198815,867472829,143951500,4323161021,1202097519
20/11/2018,3907841849,17531343950,77401044320,13467303239,1750059571,1957630541,3359849399,753431522,119634550,3699633565,1102699340
21/11/2018,4122235034,18052574841,80020171047,14127420909,1783848690,2054460599,3453709206,810831494,128627450,3900612265,1143620589
22/11/2018,3694885203,17182673753,75919439809,13097009562,1803148499,1908210440,3221311708,752821997,120036350,3596300586,1092612936
23/11/2018,3624574888,16430488176,75598851166,12747016419,1774935805,1906521506,3262844921,726908037,115270050,3470179115,1105540676
24/11/2018,3157626102,15136303126,67495633205,11735901799,1770697939,1732510654,2955618764,669075120,99598800,2953016073,968483237
25/11/2018,3226002256,15104646163,69749265801,12043900588,1821092174,1832205976,3035993644,677616315,90799800,3056464074,963569317
26/11/2018,3181915944,14334393936,65739289046,11206775318,1814175146,1744724141,2885294143,644376285,99353100,2772932682,883434184
27/11/2018,3130144346,14524416370,66468970322,11382216773,1827201658,1843430374,2746076768,642623575,100654400,2765411485,948508582
28/11/2018,3322936116,15750125594,74072560088,12670491119,1853863586,2054986531,2971913051,698070712,116011000,3107568323,1054637959
29/11/2018,3164359444,15306739230,74451016927,12166285642,1851552529,2006241775,2738537137,699335928,120673703,3162026099,1015978758
30/11/2018,3026267124,14616841112,69904637061,11716096076,1841241018,1903850875,2612613989,664273799,112784611,3038484778,959487660
01/12/2018,3010070869,15038289184,73346194969,12284117522,1858375216,2039473601,2679991965,691761389,116442288,3185998397,990924481
02/12/2018,3010194661,14825428858,72050487506,12053770487,1853398856,2002705712,2582234218,686750930,110480027,3070486824,982006148
03/12/2018,2795421069,14064337569,67779050170,11282911404,1850098416,1846319082,2350428736,668286590,100968609,2864296545,911297849
04/12/2018,2617978806,14204552399,68878292608,11418617063,1856479288,1853542250,2225210584,769203427,100734096,2829537833,947031595
05/12/2018,2283779814,13640400736,65352496336,10618884099,1843363374,1741570136,1989562136,782739422,89814396,2605185368,858861666
06/12/2018,1882490958,12539238458,61303965508,9510417097,1853258432,1602141067,1692853131,647677223,77956051,2292004338,773662072
07/12/2018,1869734341,12359838916,59547645578,9671177427,1859078678,1503108920,1579752652,592344303,75763778,2208988598,772577475
08/12/2018,1820816062,12575595451,60531278392,9555327946,1893504596,1479137860,1670778477,614811505,79898994,2280468669,757913497
09/12/2018,1918499081,12825284624,62942160928,9866414732,1885200219,1543919019,1841702984,635567539,83926770,2382715091,794173848
10/12/2018,1878384641,12432208489,61004445982,9509816315,1887246299,1465168782,1755655525,616360814,76675209,2266294963,742017810
11/12/2018,1786818888,12333147092,59650201102,9227301064,1874603559,1416941471,1675492691,646239850,78186886,2162527149,711055212
12/12/2018,1796083515,12577803841,60741625426,9400044026,1874533234,1458445719,1793934573,657022817,79365652,2178919202,731116978
13/12/2018,1581083402,12279148093,57728688216,8981108543,1862692456,1409664572,1677254663,608308845,71993569,2028016987,681731507
14/12/2018,1407338099,11819314866,56494379457,8751209554,1860500701,1397818608,1656986238,592960009,71026150,1872152898,653878578
15/12/2018,1354857549,11700328892,56400691425,8766638124,1865684231,1417098012,1721765533,596838783,71174852,1828089362,646798250
16/12/2018,1429835840,11784050729,56685436644,8853567311,1868184263,1525579986,1735542213,607596554,72408560,1844147765,655016345
17/12/2018,1582485422,13388520904,61798926687,9880456239,1874876148,1744804499,2173786215,668386725,81697552,2102859435,729771992
18/12/2018,1842897809,14273429559,64422587801,10503295749,1880309990,1797254323,2396904100,732511504,94578831,2191827994,775841297
19/12/2018,2250407550,14346541679,65299132785,10521416481,1897935600,1770286212,2262821400,718336896,103720962,2190204823,771461419
20/12/2018,3403293234,15416266366,72078243771,12076674310,1892468256,1957741036,2496639637,757623268,118477117,2423401333,917561590
21/12/2018,3404763308,14627554926,67937650255,11380357569,1885208114,1837728497,2374525413,728178645,104469142,2297618728,863449627
